% MAGMA 2.8.0  32-bit magma_int_t, 64-bit pointer.
% Compiled with CUDA support for 3.0
% CUDA runtime 12050, driver 12040. OpenMP threads 1. 
% device 0: Tesla V100-SXM2-16GB, 1530.0 MHz clock, 16144.1 MiB memory, capability 7.0
% Mon Sep  9 02:17:54 2024
% Usage: /opt/magma/magma-2.8.0/build/testing/testing_dgemm [options] [-h|--help]

% If running lapack (option --lapack), MAGMA and cuBLAS error are both computed
% relative to CPU BLAS result. Else, MAGMA error is computed relative to cuBLAS result.

% transA = No transpose, transB = No transpose
%   M     N     K   MAGMA Gflop/s (ms)  cuBLAS Gflop/s (ms)   CPU Gflop/s (ms)  MAGMA error  cuBLAS error
%========================================================================================================
 3136  3136  3136   5409.23 (  11.40)    6348.63 (   9.72)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5416.94 (  11.39)    6486.63 (   9.51)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5419.21 (  11.38)    6955.58 (   8.87)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5419.66 (  11.38)    6162.03 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5410.71 (  11.40)    6161.44 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5398.85 (  11.43)    6645.93 (   9.28)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5487.25 (  11.24)    6503.92 (   9.48)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5419.66 (  11.38)    6165.12 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5422.61 (  11.37)    7171.53 (   8.60)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5415.92 (  11.39)    7185.87 (   8.58)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5407.88 (  11.41)    6164.53 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5419.21 (  11.38)    6163.35 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5422.05 (  11.38)    7173.91 (   8.60)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5422.16 (  11.38)    6350.50 (   9.71)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5409.23 (  11.40)    6158.36 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5413.54 (  11.39)    6163.21 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5568.51 (  11.08)    6509.32 (   9.48)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5391.76 (  11.44)    6160.86 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5392.66 (  11.44)    6644.57 (   9.28)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5408.33 (  11.40)    6162.03 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5423.52 (  11.37)    6160.27 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5401.67 (  11.42)    6135.58 (  10.05)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5413.99 (  11.39)    6328.28 (   9.75)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5407.88 (  11.41)    6168.94 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5421.14 (  11.38)    6170.70 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5411.61 (  11.40)    6167.03 (  10.00)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5407.88 (  11.41)    6341.31 (   9.73)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5405.05 (  11.41)    6157.05 (  10.02)     ---   (  ---  )    2.21e-17        ---    ok
 3136  3136  3136   5406.97 (  11.41)    6159.54 (  10.01)     ---   (  ---  )    2.21e-17        ---    ok
 4160  4160  4160   5502.27 (  26.17)    6245.93 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5494.26 (  26.21)    6246.00 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5495.56 (  26.20)    6243.29 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5499.31 (  26.18)    6248.97 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5505.23 (  26.15)    6246.00 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5500.76 (  26.18)    6244.90 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5493.01 (  26.21)    6245.16 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5498.26 (  26.19)    6249.55 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5503.67 (  26.16)    6243.80 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5503.27 (  26.16)    6242.51 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5502.22 (  26.17)    6243.54 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5506.88 (  26.15)    6240.32 (  23.07)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5505.23 (  26.15)    6248.45 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5497.41 (  26.19)    6238.38 (  23.08)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5512.16 (  26.12)    6251.11 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5493.86 (  26.21)    6246.58 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5504.52 (  26.16)    6244.12 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5498.46 (  26.19)    6248.45 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6253.89 (  23.02)    7228.78 (  19.92)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6141.01 (  23.45)    7028.63 (  20.49)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5499.71 (  26.18)    6246.00 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5486.07 (  26.25)    6251.95 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5491.51 (  26.22)    6250.91 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5499.31 (  26.18)    6251.69 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5491.31 (  26.22)    6247.87 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5497.21 (  26.19)    6247.35 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5492.36 (  26.22)    6242.19 (  23.07)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5497.86 (  26.19)    6253.89 (  23.02)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5505.83 (  26.15)    6253.56 (  23.02)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5507.08 (  26.14)    6253.37 (  23.02)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5497.01 (  26.19)    6249.81 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5497.86 (  26.19)    6246.58 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5500.76 (  26.18)    6247.35 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5498.46 (  26.19)    6244.32 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5503.92 (  26.16)    6246.77 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5501.41 (  26.17)    6241.41 (  23.07)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5862.94 (  24.56)    6744.85 (  21.35)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5497.81 (  26.19)    6247.10 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5504.77 (  26.16)    6248.19 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5497.86 (  26.19)    6250.91 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6289.91 (  22.89)    7311.75 (  19.69)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5488.81 (  26.23)    6245.74 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5500.56 (  26.18)    6242.51 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5644.78 (  25.51)    6462.42 (  22.28)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5967.22 (  24.13)    6876.64 (  20.94)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5976.91 (  24.09)    7241.18 (  19.88)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5502.87 (  26.17)    6251.36 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6301.26 (  22.85)    7096.94 (  20.29)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5505.58 (  26.15)    6247.68 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5740.67 (  25.08)    6963.47 (  20.68)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5651.22 (  25.48)    6452.27 (  22.32)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6284.15 (  22.91)    7316.18 (  19.68)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5655.67 (  25.46)    6462.14 (  22.28)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5499.26 (  26.18)    6745.45 (  21.35)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5542.92 (  25.98)    6252.72 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5503.72 (  26.16)    6251.11 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5483.98 (  26.26)    6236.26 (  23.09)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6277.88 (  22.93)    7162.59 (  20.10)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5500.36 (  26.18)    6253.05 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6275.40 (  22.94)    7300.26 (  19.72)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5494.71 (  26.20)    6243.03 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5497.86 (  26.19)    6240.58 (  23.07)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5494.91 (  26.20)    6250.33 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5754.73 (  25.02)    6599.86 (  21.82)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5499.51 (  26.18)    6243.80 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6278.40 (  22.93)    7309.89 (  19.70)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5739.79 (  25.08)    7237.10 (  19.90)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6189.60 (  23.26)    6882.60 (  20.92)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6268.56 (  22.97)    7294.00 (  19.74)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5771.78 (  24.95)    6605.92 (  21.80)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5501.82 (  26.17)    6247.10 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5491.76 (  26.22)    6249.55 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6257.65 (  23.01)    7309.10 (  19.70)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6293.71 (  22.88)    7242.91 (  19.88)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6231.95 (  23.10)    7294.35 (  19.74)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5973.12 (  24.11)    6802.21 (  21.17)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5653.92 (  25.47)    6457.45 (  22.30)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5499.31 (  26.18)    6247.35 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5494.46 (  26.21)    6250.85 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5484.43 (  26.25)    6241.67 (  23.07)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5538.65 (  26.00)    6250.91 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5511.10 (  26.13)    6249.23 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6095.02 (  23.62)    7010.92 (  20.54)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5966.46 (  24.13)    7161.15 (  20.11)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6315.30 (  22.80)    7304.32 (  19.71)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5652.18 (  25.47)    7238.57 (  19.89)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6291.29 (  22.89)    7305.82 (  19.71)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5492.61 (  26.21)    6242.45 (  23.07)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5491.76 (  26.22)    6243.29 (  23.06)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5492.61 (  26.21)    6250.59 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6236.00 (  23.09)    7097.35 (  20.29)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5547.40 (  25.95)    6245.42 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5502.02 (  26.17)    6250.07 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5505.23 (  26.15)    6239.22 (  23.08)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6196.52 (  23.24)    7230.60 (  19.91)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6229.50 (  23.11)    7226.27 (  19.92)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6266.09 (  22.98)    7305.82 (  19.71)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6148.07 (  23.42)    7024.54 (  20.50)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5494.46 (  26.21)    6247.61 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5656.36 (  25.45)    6452.82 (  22.31)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5712.00 (  25.21)    6459.52 (  22.29)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6242.19 (  23.07)    7010.27 (  20.54)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5496.96 (  26.19)    6235.16 (  23.09)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6204.54 (  23.21)    7097.60 (  20.29)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5969.40 (  24.12)    6880.25 (  20.93)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5873.95 (  24.51)    7239.70 (  19.89)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6275.92 (  22.94)    7307.24 (  19.70)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6294.04 (  22.88)    7296.12 (  19.73)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5501.82 (  26.17)    6247.10 (  23.05)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5862.03 (  24.56)    6742.36 (  21.35)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5495.96 (  26.20)    6234.07 (  23.10)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5646.84 (  25.50)    6460.69 (  22.29)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5495.76 (  26.20)    6239.74 (  23.08)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5753.79 (  25.02)    6605.05 (  21.80)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6115.76 (  23.54)    7096.94 (  20.29)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5502.22 (  26.17)    6249.81 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6085.75 (  23.66)    7028.38 (  20.49)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5641.98 (  25.52)    6454.82 (  22.31)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5649.27 (  25.49)    6458.07 (  22.29)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5653.45 (  25.47)    6466.78 (  22.26)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5549.08 (  25.95)    6250.91 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6227.64 (  23.12)    7163.61 (  20.10)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5495.96 (  26.20)    6241.16 (  23.07)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5492.96 (  26.21)    6248.97 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5646.84 (  25.50)    6463.60 (  22.28)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5493.46 (  26.21)    6251.69 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5497.86 (  26.19)    6250.59 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5641.51 (  25.52)    6466.16 (  22.27)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5489.01 (  26.23)    6248.19 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6311.14 (  22.81)    7312.46 (  19.69)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5487.52 (  26.24)    6252.46 (  23.03)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6205.05 (  23.20)    7151.90 (  20.13)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6087.03 (  23.65)    7026.91 (  20.49)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5864.65 (  24.55)    6747.41 (  21.34)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6308.90 (  22.82)    7302.11 (  19.72)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6299.03 (  22.86)    7174.76 (  20.07)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6290.76 (  22.89)    7299.55 (  19.72)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5634.46 (  25.55)    6461.25 (  22.28)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5740.94 (  25.08)    6604.77 (  21.80)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5499.71 (  26.18)    6248.13 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5624.75 (  25.60)    6456.62 (  22.30)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6284.48 (  22.91)    7029.04 (  20.48)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6267.97 (  22.97)    7240.74 (  19.89)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   5493.01 (  26.21)    6250.59 (  23.04)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6206.20 (  23.20)    7238.22 (  19.89)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6221.67 (  23.14)    7245.52 (  19.87)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6290.50 (  22.89)    7301.32 (  19.72)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6225.46 (  23.13)    7313.61 (  19.69)     ---   (  ---  )    1.09e-18        ---    ok
 4160  4160  4160   6245.16 (  23.06)    7308.74 (  19.70)     ---   (  ---  )    1.09e-18        ---    ok
